Time,CBS_Credit
1.00004,0
1.00004,0
1.00004,0
1.00004,0
1.00008,-2240.04
1.00008,-2240.04
1.0001,-1628.19
1.00015,0
1.00015,0
1.00015,0
1.00017,-1173.36
1.00017,-1173.36
1.00021,1.59162e-12
1.00021,1.59162e-12
1.00021,1.59162e-12
1.00025,-2240.04
1.00025,-2240.04
1.00032,-2240.04
1.00032,0
