Packet_UID,Generation_Time,Reception_Time,End_To_End_Delay,SW1_Arrival,SW1_Eligibility,SW1_Departure,SW2_Arrival,SW2_Eligibility,SW2_Departure,Diff_Eli_Dest_SW1,Diff_Eli_Dest_SW2,Diff_EntrySW1_ExitSW2,Stay_Time_SW1,Stay_Time_SW2,Inter_Departure
32020,0.31415,0.31418,2.9526e-05,0.314154,0.31416,0.31416,0.314164,0.314175,0.314175,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32021,0.31416,0.31419,2.9526e-05,0.314164,0.31417,0.31417,0.314174,0.314185,0.314185,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32022,0.31417,0.3142,2.9526e-05,0.314174,0.31418,0.31418,0.314184,0.314195,0.314195,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32023,0.31418,0.31421,2.9526e-05,0.314184,0.31419,0.31419,0.314194,0.314205,0.314205,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32024,0.31419,0.31422,2.9526e-05,0.314194,0.3142,0.3142,0.314204,0.314215,0.314215,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32025,0.3142,0.31423,2.9526e-05,0.314204,0.31421,0.31421,0.314214,0.314225,0.314225,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32026,0.31421,0.31424,2.9526e-05,0.314214,0.31422,0.31422,0.314224,0.314235,0.314235,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32027,0.31422,0.31425,2.9526e-05,0.314224,0.31423,0.31423,0.314234,0.314245,0.314245,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32028,0.31423,0.31426,2.9526e-05,0.314234,0.31424,0.31424,0.314244,0.314255,0.314255,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32029,0.31424,0.31427,2.9526e-05,0.314244,0.31425,0.31425,0.314254,0.314265,0.314265,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32030,0.31425,0.31428,2.9526e-05,0.314254,0.31426,0.31426,0.314264,0.314275,0.314275,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32031,0.31426,0.31429,2.9526e-05,0.314264,0.31427,0.31427,0.314274,0.314285,0.314285,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32032,0.31427,0.3143,2.9526e-05,0.314274,0.31428,0.31428,0.314284,0.314295,0.314295,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32033,0.31428,0.31431,2.9526e-05,0.314284,0.31429,0.31429,0.314294,0.314305,0.314305,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32034,0.31429,0.31432,2.9526e-05,0.314294,0.3143,0.3143,0.314304,0.314315,0.314315,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32035,0.3143,0.31433,2.9526e-05,0.314304,0.31431,0.31431,0.314314,0.314325,0.314325,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32036,0.31431,0.31434,2.9526e-05,0.314314,0.31432,0.31432,0.314324,0.314335,0.314335,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32037,0.31432,0.31435,2.9526e-05,0.314324,0.31433,0.31433,0.314334,0.314345,0.314345,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32038,0.31433,0.31436,2.9526e-05,0.314334,0.31434,0.31434,0.314344,0.314355,0.314355,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32039,0.31434,0.31437,2.9526e-05,0.314344,0.31435,0.31435,0.314354,0.314365,0.314365,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32040,0.31435,0.31438,2.9526e-05,0.314354,0.31436,0.31436,0.314364,0.314375,0.314375,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32041,0.31436,0.31439,2.9526e-05,0.314364,0.31437,0.31437,0.314374,0.314385,0.314385,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32042,0.31437,0.3144,2.9526e-05,0.314374,0.31438,0.31438,0.314384,0.314395,0.314395,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32043,0.31438,0.31441,2.9526e-05,0.314384,0.31439,0.31439,0.314394,0.314405,0.314405,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32044,0.31439,0.31442,2.9526e-05,0.314394,0.3144,0.3144,0.314404,0.314415,0.314415,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32045,0.3144,0.31443,2.9526e-05,0.314404,0.31441,0.31441,0.314414,0.314425,0.314425,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32046,0.31441,0.31444,2.9526e-05,0.314414,0.31442,0.31442,0.314424,0.314435,0.314435,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32047,0.31442,0.31445,2.9526e-05,0.314424,0.31443,0.31443,0.314434,0.314445,0.314445,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32048,0.31443,0.31446,2.9526e-05,0.314434,0.31444,0.31444,0.314444,0.314455,0.314455,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32049,0.31444,0.31447,2.9526e-05,0.314444,0.31445,0.31445,0.314454,0.314465,0.314465,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32050,0.31445,0.31448,2.9526e-05,0.314454,0.31446,0.31446,0.314464,0.314475,0.314475,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32051,0.31446,0.31449,2.9526e-05,0.314464,0.31447,0.31447,0.314474,0.314485,0.314485,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32052,0.31447,0.3145,2.9526e-05,0.314474,0.31448,0.31448,0.314484,0.314495,0.314495,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32053,0.31448,0.31451,2.9526e-05,0.314484,0.31449,0.31449,0.314494,0.314505,0.314505,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32054,0.31449,0.31452,2.9526e-05,0.314494,0.3145,0.3145,0.314504,0.314515,0.314515,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32055,0.3145,0.31453,2.9526e-05,0.314504,0.31451,0.31451,0.314514,0.314525,0.314525,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32056,0.31451,0.31454,2.9526e-05,0.314514,0.31452,0.31452,0.314524,0.314535,0.314535,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32057,0.31452,0.31455,2.9526e-05,0.314524,0.31453,0.31453,0.314534,0.314545,0.314545,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32058,0.31453,0.31456,2.9526e-05,0.314534,0.31454,0.31454,0.314544,0.314555,0.314555,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32059,0.31454,0.31457,2.9526e-05,0.314544,0.31455,0.31455,0.314554,0.314565,0.314565,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32060,0.31455,0.31458,2.9526e-05,0.314554,0.31456,0.31456,0.314564,0.314575,0.314575,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32061,0.31456,0.31459,2.9526e-05,0.314564,0.31457,0.31457,0.314574,0.314585,0.314585,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32062,0.31457,0.3146,2.9526e-05,0.314574,0.31458,0.31458,0.314584,0.314595,0.314595,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32063,0.31458,0.31461,2.9526e-05,0.314584,0.31459,0.31459,0.314594,0.314605,0.314605,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32064,0.31459,0.31462,2.9526e-05,0.314594,0.3146,0.3146,0.314604,0.314615,0.314615,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32065,0.3146,0.31463,2.9526e-05,0.314604,0.31461,0.31461,0.314614,0.314625,0.314625,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32066,0.31461,0.31464,2.9526e-05,0.314614,0.31462,0.31462,0.314624,0.314635,0.314635,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32067,0.31462,0.31465,2.9526e-05,0.314624,0.31463,0.31463,0.314634,0.314645,0.314645,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32068,0.31463,0.31466,2.9526e-05,0.314634,0.31464,0.31464,0.314644,0.314655,0.314655,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32069,0.31464,0.31467,2.9526e-05,0.314644,0.31465,0.31465,0.314654,0.314665,0.314665,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32070,0.31465,0.31468,2.9526e-05,0.314654,0.31466,0.31466,0.314664,0.314675,0.314675,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32071,0.31466,0.31469,2.9526e-05,0.314664,0.31467,0.31467,0.314674,0.314685,0.314685,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32072,0.31467,0.3147,2.9526e-05,0.314674,0.31468,0.31468,0.314684,0.314695,0.314695,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32073,0.31468,0.31471,2.9526e-05,0.314684,0.31469,0.31469,0.314694,0.314705,0.314705,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32074,0.31469,0.31472,2.9526e-05,0.314694,0.3147,0.3147,0.314704,0.314715,0.314715,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32075,0.3147,0.31473,2.9526e-05,0.314704,0.31471,0.31471,0.314714,0.314725,0.314725,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32076,0.31471,0.31474,2.9526e-05,0.314714,0.31472,0.31472,0.314724,0.314735,0.314735,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32077,0.31472,0.31475,2.9526e-05,0.314724,0.31473,0.31473,0.314734,0.314745,0.314745,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32078,0.31473,0.31476,2.9526e-05,0.314734,0.31474,0.31474,0.314744,0.314755,0.314755,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32079,0.31474,0.31477,2.9526e-05,0.314744,0.31475,0.31475,0.314754,0.314765,0.314765,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32080,0.31475,0.31478,2.9526e-05,0.314754,0.31476,0.31476,0.314764,0.314775,0.314775,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32081,0.31476,0.31479,2.9526e-05,0.314764,0.31477,0.31477,0.314774,0.314785,0.314785,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32082,0.31477,0.3148,2.9526e-05,0.314774,0.31478,0.31478,0.314784,0.314795,0.314795,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32083,0.31478,0.31481,2.9526e-05,0.314784,0.31479,0.31479,0.314794,0.314805,0.314805,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32084,0.31479,0.31482,2.9526e-05,0.314794,0.3148,0.3148,0.314804,0.314815,0.314815,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32085,0.3148,0.31483,2.9526e-05,0.314804,0.31481,0.31481,0.314814,0.314825,0.314825,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32086,0.31481,0.31484,2.9526e-05,0.314814,0.31482,0.31482,0.314824,0.314835,0.314835,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32087,0.31482,0.31485,2.9526e-05,0.314824,0.31483,0.31483,0.314834,0.314845,0.314845,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32088,0.31483,0.31486,2.9526e-05,0.314834,0.31484,0.31484,0.314844,0.314855,0.314855,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32089,0.31484,0.31487,2.9526e-05,0.314844,0.31485,0.31485,0.314854,0.314865,0.314865,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32090,0.31485,0.31488,2.9526e-05,0.314854,0.31486,0.31486,0.314864,0.314875,0.314875,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32091,0.31486,0.31489,2.9526e-05,0.314864,0.31487,0.31487,0.314874,0.314885,0.314885,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32092,0.31487,0.3149,2.9526e-05,0.314874,0.31488,0.31488,0.314884,0.314895,0.314895,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32093,0.31488,0.31491,2.9526e-05,0.314884,0.31489,0.31489,0.314894,0.314905,0.314905,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32094,0.31489,0.31492,2.9526e-05,0.314894,0.3149,0.3149,0.314904,0.314915,0.314915,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32095,0.3149,0.31493,2.9526e-05,0.314904,0.31491,0.31491,0.314914,0.314925,0.314925,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32096,0.31491,0.31494,2.9526e-05,0.314914,0.31492,0.31492,0.314924,0.314935,0.314935,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32097,0.31492,0.31495,2.9526e-05,0.314924,0.31493,0.31493,0.314934,0.314945,0.314945,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32098,0.31493,0.31496,2.9526e-05,0.314934,0.31494,0.314941,0.314945,0.314955,0.314955,1.9526e-05,4.089e-06,2.1348e-05,6.442e-06,1.0817e-05,1e-05
32100,0.31494,0.31497,2.9526e-05,0.314944,0.31495,0.31495,0.314954,0.314965,0.314965,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32101,0.31495,0.31498,2.9526e-05,0.314954,0.31496,0.314961,0.314965,0.314975,0.314975,1.9526e-05,4.089e-06,2.1348e-05,6.458e-06,1.0801e-05,1e-05
32103,0.31496,0.31499,2.9526e-05,0.314964,0.31497,0.31497,0.314974,0.314985,0.314985,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32104,0.31497,0.315,2.9526e-05,0.314974,0.31498,0.31498,0.314984,0.314995,0.314995,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32105,0.31498,0.31501,2.9526e-05,0.314984,0.31499,0.31499,0.314994,0.315005,0.315005,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32106,0.31499,0.31502,2.9526e-05,0.314994,0.315,0.315,0.315004,0.315015,0.315015,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32107,0.315,0.31503,2.9526e-05,0.315004,0.31501,0.31501,0.315014,0.315025,0.315025,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32108,0.31501,0.31504,2.9526e-05,0.315014,0.31502,0.31502,0.315024,0.315035,0.315035,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32109,0.31502,0.31505,2.9526e-05,0.315024,0.31503,0.31503,0.315034,0.315045,0.315045,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32110,0.31503,0.31506,2.9526e-05,0.315034,0.31504,0.31504,0.315044,0.315055,0.315055,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32111,0.31504,0.31507,2.9526e-05,0.315044,0.31505,0.31505,0.315054,0.315065,0.315065,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32112,0.31505,0.31508,2.9526e-05,0.315054,0.31506,0.31506,0.315064,0.315075,0.315075,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32113,0.31506,0.31509,2.9526e-05,0.315064,0.31507,0.31507,0.315074,0.315085,0.315085,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32114,0.31507,0.3151,2.9526e-05,0.315074,0.31508,0.31508,0.315084,0.315095,0.315095,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32115,0.31508,0.31511,2.9526e-05,0.315084,0.31509,0.31509,0.315094,0.315105,0.315105,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32116,0.31509,0.31512,2.9526e-05,0.315094,0.3151,0.3151,0.315104,0.315115,0.315115,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32117,0.3151,0.31513,2.9526e-05,0.315104,0.31511,0.31511,0.315114,0.315125,0.315125,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32118,0.31511,0.31514,2.9526e-05,0.315114,0.31512,0.31512,0.315124,0.315135,0.315135,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32119,0.31512,0.31515,2.9526e-05,0.315124,0.31513,0.31513,0.315134,0.315145,0.315145,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32120,0.31513,0.31516,2.9526e-05,0.315134,0.31514,0.31514,0.315144,0.315155,0.315155,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32121,0.31514,0.31517,2.9526e-05,0.315144,0.31515,0.31515,0.315154,0.315165,0.315165,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32122,0.31515,0.31518,2.9526e-05,0.315154,0.31516,0.31516,0.315164,0.315175,0.315175,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32123,0.31516,0.31519,2.9526e-05,0.315164,0.31517,0.31517,0.315174,0.315185,0.315185,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32124,0.31517,0.3152,2.9526e-05,0.315174,0.31518,0.31518,0.315184,0.315195,0.315195,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32125,0.31518,0.31521,2.9526e-05,0.315184,0.31519,0.31519,0.315194,0.315205,0.315205,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32126,0.31519,0.31522,2.9526e-05,0.315194,0.3152,0.3152,0.315204,0.315215,0.315215,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32127,0.3152,0.31523,2.9526e-05,0.315204,0.31521,0.31521,0.315214,0.315225,0.315225,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32128,0.31521,0.31524,2.9526e-05,0.315214,0.31522,0.31522,0.315224,0.315235,0.315235,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32129,0.31522,0.31525,2.9526e-05,0.315224,0.31523,0.31523,0.315234,0.315245,0.315245,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32130,0.31523,0.31526,2.9526e-05,0.315234,0.31524,0.31524,0.315244,0.315255,0.315255,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32131,0.31524,0.31527,2.9526e-05,0.315244,0.31525,0.31525,0.315254,0.315265,0.315265,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32132,0.31525,0.31528,2.9526e-05,0.315254,0.31526,0.31526,0.315264,0.315275,0.315275,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32133,0.31526,0.31529,2.9526e-05,0.315264,0.31527,0.31527,0.315274,0.315285,0.315285,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32134,0.31527,0.3153,2.9526e-05,0.315274,0.31528,0.31528,0.315284,0.315295,0.315295,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32135,0.31528,0.31531,2.9526e-05,0.315284,0.31529,0.31529,0.315294,0.315305,0.315305,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32136,0.31529,0.31532,2.9526e-05,0.315294,0.3153,0.3153,0.315304,0.315315,0.315315,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32137,0.3153,0.31533,2.9526e-05,0.315304,0.31531,0.31531,0.315314,0.315325,0.315325,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32138,0.31531,0.31534,2.9526e-05,0.315314,0.31532,0.31532,0.315324,0.315335,0.315335,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32139,0.31532,0.31535,2.9526e-05,0.315324,0.31533,0.31533,0.315334,0.315345,0.315345,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32140,0.31533,0.31536,2.9526e-05,0.315334,0.31534,0.31534,0.315344,0.315355,0.315355,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32141,0.31534,0.31537,2.9526e-05,0.315344,0.31535,0.31535,0.315354,0.315365,0.315365,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32143,0.31535,0.31538,2.9526e-05,0.315354,0.31536,0.31536,0.315364,0.315375,0.315375,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32144,0.31536,0.31539,2.9526e-05,0.315364,0.31537,0.31537,0.315374,0.315385,0.315385,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32145,0.31537,0.3154,2.9526e-05,0.315374,0.31538,0.31538,0.315384,0.315395,0.315395,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32146,0.31538,0.31541,2.9526e-05,0.315384,0.31539,0.31539,0.315394,0.315405,0.315405,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32147,0.31539,0.31542,2.9526e-05,0.315394,0.3154,0.3154,0.315404,0.315415,0.315415,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32148,0.3154,0.31543,2.9526e-05,0.315404,0.31541,0.31541,0.315414,0.315425,0.315425,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32149,0.31541,0.31544,2.9526e-05,0.315414,0.31542,0.31542,0.315424,0.315435,0.315435,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32150,0.31542,0.31545,2.9526e-05,0.315424,0.31543,0.31543,0.315434,0.315445,0.315445,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32151,0.31543,0.31546,2.9526e-05,0.315434,0.31544,0.31544,0.315444,0.315455,0.315455,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32152,0.31544,0.31547,2.9526e-05,0.315444,0.31545,0.31545,0.315454,0.315465,0.315465,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32153,0.31545,0.31548,2.9526e-05,0.315454,0.31546,0.31546,0.315464,0.315475,0.315475,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32154,0.31546,0.31549,2.9526e-05,0.315464,0.31547,0.31547,0.315474,0.315485,0.315485,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32155,0.31547,0.3155,2.9526e-05,0.315474,0.31548,0.31548,0.315484,0.315495,0.315495,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32156,0.31548,0.31551,2.9526e-05,0.315484,0.31549,0.31549,0.315494,0.315505,0.315505,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32157,0.31549,0.31552,2.9526e-05,0.315494,0.3155,0.3155,0.315504,0.315515,0.315515,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32158,0.3155,0.31553,2.9526e-05,0.315504,0.31551,0.31551,0.315514,0.315525,0.315525,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32159,0.31551,0.31554,2.9526e-05,0.315514,0.31552,0.31552,0.315524,0.315535,0.315535,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32160,0.31552,0.31555,2.9526e-05,0.315524,0.31553,0.31553,0.315534,0.315545,0.315545,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32161,0.31553,0.31556,2.9526e-05,0.315534,0.31554,0.31554,0.315544,0.315555,0.315555,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32162,0.31554,0.31557,2.9526e-05,0.315544,0.31555,0.31555,0.315554,0.315565,0.315565,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32163,0.31555,0.31558,2.9526e-05,0.315554,0.31556,0.31556,0.315564,0.315575,0.315575,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32164,0.31556,0.31559,2.9526e-05,0.315564,0.31557,0.31557,0.315574,0.315585,0.315585,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32165,0.31557,0.3156,2.9526e-05,0.315574,0.31558,0.31558,0.315584,0.315595,0.315595,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32166,0.31558,0.31561,2.9526e-05,0.315584,0.31559,0.31559,0.315594,0.315605,0.315605,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32167,0.31559,0.31562,2.9526e-05,0.315594,0.3156,0.3156,0.315604,0.315615,0.315615,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32168,0.3156,0.31563,2.9526e-05,0.315604,0.31561,0.31561,0.315614,0.315625,0.315625,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
32169,0.31561,0.31564,2.9526e-05,0.315614,0.31562,0.31562,0.315624,0.315635,0.315635,1.9526e-05,4.089e-06,2.1348e-05,5.911e-06,1.1348e-05,1e-05
