Packet_UID,Generation_Time,Reception_Time,End_To_End_Delay,SW1_Arrival,SW1_Eligibility,SW1_Departure,SW2_Arrival,SW2_Eligibility,SW2_Departure,Diff_Eli_Dest_SW1,Diff_Eli_Dest_SW2,Diff_EntrySW1_ExitSW2,Stay_Time_SW1,Stay_Time_SW2,Inter_Departure
48106,0.47201,0.472042,3.1716e-05,0.472014,0.47202,0.47202,0.472024,0.472038,0.472038,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48107,0.47202,0.472052,3.1716e-05,0.472024,0.47203,0.47203,0.472034,0.472048,0.472048,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48108,0.47203,0.472062,3.1716e-05,0.472034,0.47204,0.47204,0.472044,0.472058,0.472058,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48109,0.47204,0.472072,3.1716e-05,0.472044,0.47205,0.47205,0.472054,0.472068,0.472068,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48110,0.47205,0.472082,3.1716e-05,0.472054,0.47206,0.47206,0.472064,0.472078,0.472078,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48111,0.47206,0.472092,3.1716e-05,0.472064,0.47207,0.47207,0.472074,0.472088,0.472088,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48112,0.47207,0.472102,3.1716e-05,0.472074,0.47208,0.47208,0.472084,0.472098,0.472098,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48113,0.47208,0.472112,3.1716e-05,0.472084,0.47209,0.47209,0.472094,0.472108,0.472108,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48114,0.47209,0.472122,3.1716e-05,0.472094,0.4721,0.4721,0.472104,0.472118,0.472118,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48115,0.4721,0.472132,3.1716e-05,0.472104,0.47211,0.47211,0.472114,0.472128,0.472128,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48116,0.47211,0.472142,3.1716e-05,0.472114,0.47212,0.47212,0.472124,0.472138,0.472138,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48117,0.47212,0.472152,3.1716e-05,0.472124,0.47213,0.47213,0.472134,0.472148,0.472148,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48118,0.47213,0.472162,3.1716e-05,0.472134,0.47214,0.47214,0.472144,0.472158,0.472158,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48119,0.47214,0.472172,3.1716e-05,0.472144,0.47215,0.47215,0.472154,0.472168,0.472168,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48120,0.47215,0.472182,3.1716e-05,0.472154,0.47216,0.47216,0.472164,0.472178,0.472178,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48121,0.47216,0.472192,3.1716e-05,0.472164,0.47217,0.47217,0.472174,0.472188,0.472188,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48122,0.47217,0.472202,3.1716e-05,0.472174,0.47218,0.47218,0.472184,0.472198,0.472198,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48123,0.47218,0.472212,3.1716e-05,0.472184,0.47219,0.47219,0.472194,0.472208,0.472208,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48124,0.47219,0.472222,3.1716e-05,0.472194,0.4722,0.4722,0.472204,0.472218,0.472218,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48125,0.4722,0.472232,3.1716e-05,0.472204,0.47221,0.47221,0.472214,0.472228,0.472228,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48126,0.47221,0.472242,3.1716e-05,0.472214,0.47222,0.47222,0.472224,0.472238,0.472238,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48127,0.47222,0.472252,3.1716e-05,0.472224,0.47223,0.47223,0.472234,0.472248,0.472248,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48128,0.47223,0.472262,3.1716e-05,0.472234,0.47224,0.47224,0.472244,0.472258,0.472258,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48129,0.47224,0.472272,3.1716e-05,0.472244,0.47225,0.47225,0.472254,0.472268,0.472268,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48130,0.47225,0.472282,3.1716e-05,0.472254,0.47226,0.47226,0.472264,0.472278,0.472278,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48131,0.47226,0.472292,3.1716e-05,0.472264,0.47227,0.47227,0.472274,0.472288,0.472288,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48132,0.47227,0.472302,3.1716e-05,0.472274,0.47228,0.47228,0.472284,0.472298,0.472298,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48133,0.47228,0.472312,3.1716e-05,0.472284,0.47229,0.47229,0.472294,0.472308,0.472308,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48134,0.47229,0.472322,3.1716e-05,0.472294,0.4723,0.4723,0.472304,0.472318,0.472318,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48135,0.4723,0.472332,3.1716e-05,0.472304,0.47231,0.47231,0.472314,0.472328,0.472328,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48136,0.47231,0.472342,3.1716e-05,0.472314,0.47232,0.47232,0.472324,0.472338,0.472338,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48137,0.47232,0.472352,3.1716e-05,0.472324,0.47233,0.47233,0.472334,0.472348,0.472348,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48138,0.47233,0.472362,3.1716e-05,0.472334,0.47234,0.47234,0.472344,0.472358,0.472358,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48139,0.47234,0.472372,3.1716e-05,0.472344,0.47235,0.47235,0.472354,0.472368,0.472368,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48140,0.47235,0.472382,3.1716e-05,0.472354,0.47236,0.47236,0.472364,0.472378,0.472378,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48141,0.47236,0.472392,3.1716e-05,0.472364,0.47237,0.47237,0.472374,0.472388,0.472388,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48142,0.47237,0.472402,3.1716e-05,0.472374,0.47238,0.47238,0.472384,0.472398,0.472398,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48143,0.47238,0.472412,3.1716e-05,0.472384,0.47239,0.47239,0.472394,0.472408,0.472408,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48144,0.47239,0.472422,3.1716e-05,0.472394,0.4724,0.4724,0.472404,0.472418,0.472418,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48145,0.4724,0.472432,3.1716e-05,0.472404,0.47241,0.47241,0.472414,0.472428,0.472428,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48146,0.47241,0.472442,3.1716e-05,0.472414,0.47242,0.47242,0.472424,0.472438,0.472438,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48147,0.47242,0.472452,3.1716e-05,0.472424,0.47243,0.47243,0.472434,0.472448,0.472448,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48148,0.47243,0.472462,3.1716e-05,0.472434,0.47244,0.47244,0.472444,0.472458,0.472458,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48149,0.47244,0.472472,3.1716e-05,0.472444,0.47245,0.47245,0.472454,0.472468,0.472468,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48150,0.47245,0.472482,3.1716e-05,0.472454,0.47246,0.47246,0.472464,0.472478,0.472478,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48151,0.47246,0.472492,3.1716e-05,0.472464,0.47247,0.47247,0.472474,0.472488,0.472488,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48152,0.47247,0.472502,3.1716e-05,0.472474,0.47248,0.47248,0.472484,0.472498,0.472498,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48153,0.47248,0.472512,3.1716e-05,0.472484,0.47249,0.47249,0.472494,0.472508,0.472508,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48154,0.47249,0.472522,3.1716e-05,0.472494,0.4725,0.4725,0.472504,0.472518,0.472518,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48155,0.4725,0.472532,3.1716e-05,0.472504,0.47251,0.47251,0.472514,0.472528,0.472528,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48156,0.47251,0.472542,3.1716e-05,0.472514,0.47252,0.47252,0.472524,0.472538,0.472538,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48157,0.47252,0.472552,3.1716e-05,0.472524,0.47253,0.47253,0.472534,0.472548,0.472548,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48158,0.47253,0.472562,3.1716e-05,0.472534,0.47254,0.47254,0.472544,0.472558,0.472558,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48159,0.47254,0.472572,3.1716e-05,0.472544,0.47255,0.47255,0.472554,0.472568,0.472568,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48160,0.47255,0.472582,3.1716e-05,0.472554,0.47256,0.47256,0.472564,0.472578,0.472578,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48161,0.47256,0.472592,3.1716e-05,0.472564,0.47257,0.47257,0.472574,0.472588,0.472588,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48162,0.47257,0.472602,3.1716e-05,0.472574,0.47258,0.47258,0.472584,0.472598,0.472598,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48163,0.47258,0.472612,3.1716e-05,0.472584,0.47259,0.47259,0.472594,0.472608,0.472608,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48164,0.47259,0.472622,3.1716e-05,0.472594,0.4726,0.4726,0.472604,0.472618,0.472618,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48165,0.4726,0.472632,3.1716e-05,0.472604,0.47261,0.47261,0.472614,0.472628,0.472628,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48166,0.47261,0.472642,3.1716e-05,0.472614,0.47262,0.47262,0.472624,0.472638,0.472638,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48167,0.47262,0.472652,3.1716e-05,0.472624,0.47263,0.47263,0.472634,0.472648,0.472648,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48168,0.47263,0.472662,3.1716e-05,0.472634,0.47264,0.47264,0.472644,0.472658,0.472658,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48169,0.47264,0.472672,3.1716e-05,0.472644,0.47265,0.47265,0.472654,0.472668,0.472668,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48170,0.47265,0.472682,3.1716e-05,0.472654,0.47266,0.47266,0.472664,0.472678,0.472678,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48171,0.47266,0.472692,3.1716e-05,0.472664,0.47267,0.472671,0.472675,0.472688,0.472688,2.1716e-05,4.089e-06,2.3538e-05,6.888e-06,1.2561e-05,1e-05
48173,0.47267,0.472702,3.1716e-05,0.472674,0.47268,0.47268,0.472684,0.472698,0.472698,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48174,0.47268,0.472712,3.1716e-05,0.472684,0.47269,0.47269,0.472694,0.472708,0.472708,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48175,0.47269,0.472722,3.1716e-05,0.472694,0.4727,0.4727,0.472704,0.472718,0.472718,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48176,0.4727,0.472732,3.1716e-05,0.472704,0.47271,0.47271,0.472714,0.472728,0.472728,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48177,0.47271,0.472742,3.1716e-05,0.472714,0.47272,0.47272,0.472724,0.472738,0.472738,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48178,0.47272,0.472752,3.1716e-05,0.472724,0.47273,0.47273,0.472734,0.472748,0.472748,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48179,0.47273,0.472762,3.1716e-05,0.472734,0.47274,0.47274,0.472744,0.472758,0.472758,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48180,0.47274,0.472772,3.1716e-05,0.472744,0.47275,0.47275,0.472754,0.472768,0.472768,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48181,0.47275,0.472782,3.1716e-05,0.472754,0.47276,0.47276,0.472764,0.472778,0.472778,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48182,0.47276,0.472792,3.1716e-05,0.472764,0.47277,0.47277,0.472774,0.472788,0.472788,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48183,0.47277,0.472802,3.1716e-05,0.472774,0.47278,0.47278,0.472784,0.472798,0.472798,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48184,0.47278,0.472812,3.1716e-05,0.472784,0.47279,0.47279,0.472794,0.472808,0.472808,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48185,0.47279,0.472822,3.1716e-05,0.472794,0.4728,0.4728,0.472804,0.472818,0.472818,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48186,0.4728,0.472832,3.1716e-05,0.472804,0.47281,0.47281,0.472814,0.472828,0.472828,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48187,0.47281,0.472842,3.1716e-05,0.472814,0.47282,0.47282,0.472824,0.472838,0.472838,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48188,0.47282,0.472852,3.1716e-05,0.472824,0.47283,0.47283,0.472834,0.472848,0.472848,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48189,0.47283,0.472862,3.1716e-05,0.472834,0.47284,0.47284,0.472844,0.472858,0.472858,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48190,0.47284,0.472872,3.1716e-05,0.472844,0.47285,0.47285,0.472854,0.472868,0.472868,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48191,0.47285,0.472882,3.1716e-05,0.472854,0.47286,0.47286,0.472864,0.472878,0.472878,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48193,0.47286,0.472892,3.1716e-05,0.472864,0.47287,0.472871,0.472875,0.472888,0.472888,2.1716e-05,4.089e-06,2.3538e-05,6.695e-06,1.2754e-05,1e-05
48194,0.47287,0.472902,3.1716e-05,0.472874,0.47288,0.47288,0.472884,0.472898,0.472898,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48195,0.47288,0.472912,3.1716e-05,0.472884,0.47289,0.47289,0.472894,0.472908,0.472908,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48196,0.47289,0.472922,3.1716e-05,0.472894,0.4729,0.4729,0.472904,0.472918,0.472918,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48197,0.4729,0.472932,3.1716e-05,0.472904,0.47291,0.47291,0.472914,0.472928,0.472928,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48198,0.47291,0.472942,3.1716e-05,0.472914,0.47292,0.47292,0.472924,0.472938,0.472938,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48199,0.47292,0.472952,3.1716e-05,0.472924,0.47293,0.47293,0.472934,0.472948,0.472948,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48200,0.47293,0.472962,3.1716e-05,0.472934,0.47294,0.47294,0.472944,0.472958,0.472958,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48201,0.47294,0.472972,3.1716e-05,0.472944,0.47295,0.47295,0.472954,0.472968,0.472968,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48202,0.47295,0.472982,3.1716e-05,0.472954,0.47296,0.47296,0.472964,0.472978,0.472978,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48203,0.47296,0.472992,3.1716e-05,0.472964,0.47297,0.47297,0.472974,0.472988,0.472988,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48204,0.47297,0.473002,3.1716e-05,0.472974,0.47298,0.47298,0.472984,0.472998,0.472998,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48205,0.47298,0.473012,3.1716e-05,0.472984,0.47299,0.47299,0.472994,0.473008,0.473008,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48206,0.47299,0.473022,3.1716e-05,0.472994,0.473,0.473,0.473004,0.473018,0.473018,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48207,0.473,0.473032,3.1716e-05,0.473004,0.47301,0.47301,0.473014,0.473028,0.473028,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48208,0.47301,0.473042,3.1716e-05,0.473014,0.47302,0.47302,0.473024,0.473038,0.473038,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48209,0.47302,0.473052,3.1716e-05,0.473024,0.47303,0.47303,0.473034,0.473048,0.473048,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48210,0.47303,0.473062,3.1716e-05,0.473034,0.47304,0.47304,0.473044,0.473058,0.473058,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48211,0.47304,0.473072,3.1716e-05,0.473044,0.47305,0.47305,0.473054,0.473068,0.473068,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48212,0.47305,0.473082,3.1716e-05,0.473054,0.47306,0.47306,0.473064,0.473078,0.473078,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48213,0.47306,0.473092,3.1716e-05,0.473064,0.47307,0.47307,0.473074,0.473088,0.473088,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48214,0.47307,0.473102,3.1716e-05,0.473074,0.47308,0.47308,0.473084,0.473098,0.473098,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48215,0.47308,0.473112,3.1716e-05,0.473084,0.47309,0.47309,0.473094,0.473108,0.473108,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48216,0.47309,0.473122,3.1716e-05,0.473094,0.4731,0.4731,0.473104,0.473118,0.473118,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48217,0.4731,0.473132,3.1716e-05,0.473104,0.47311,0.47311,0.473114,0.473128,0.473128,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48218,0.47311,0.473142,3.1716e-05,0.473114,0.47312,0.47312,0.473124,0.473138,0.473138,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48219,0.47312,0.473152,3.1716e-05,0.473124,0.47313,0.47313,0.473134,0.473148,0.473148,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48220,0.47313,0.473162,3.1716e-05,0.473134,0.47314,0.47314,0.473144,0.473158,0.473158,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48221,0.47314,0.473172,3.1716e-05,0.473144,0.47315,0.47315,0.473154,0.473168,0.473168,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48222,0.47315,0.473182,3.1716e-05,0.473154,0.47316,0.47316,0.473164,0.473178,0.473178,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48223,0.47316,0.473192,3.1716e-05,0.473164,0.47317,0.47317,0.473174,0.473188,0.473188,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48224,0.47317,0.473202,3.1716e-05,0.473174,0.47318,0.47318,0.473184,0.473198,0.473198,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48225,0.47318,0.473212,3.1716e-05,0.473184,0.47319,0.47319,0.473194,0.473208,0.473208,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48226,0.47319,0.473222,3.1716e-05,0.473194,0.4732,0.4732,0.473204,0.473218,0.473218,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48228,0.4732,0.473232,3.1716e-05,0.473204,0.47321,0.47321,0.473214,0.473228,0.473228,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48229,0.47321,0.473242,3.1716e-05,0.473214,0.47322,0.47322,0.473224,0.473238,0.473238,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48230,0.47322,0.473252,3.1716e-05,0.473224,0.47323,0.47323,0.473234,0.473248,0.473248,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48231,0.47323,0.473262,3.1716e-05,0.473234,0.47324,0.47324,0.473244,0.473258,0.473258,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48232,0.47324,0.473272,3.1716e-05,0.473244,0.47325,0.47325,0.473254,0.473268,0.473268,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48233,0.47325,0.473282,3.1716e-05,0.473254,0.47326,0.47326,0.473264,0.473278,0.473278,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48234,0.47326,0.473292,3.1716e-05,0.473264,0.47327,0.47327,0.473274,0.473288,0.473288,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48235,0.47327,0.473302,3.1716e-05,0.473274,0.47328,0.47328,0.473284,0.473298,0.473298,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48236,0.47328,0.473312,3.1716e-05,0.473284,0.47329,0.47329,0.473294,0.473308,0.473308,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48237,0.47329,0.473322,3.1716e-05,0.473294,0.4733,0.4733,0.473304,0.473318,0.473318,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48238,0.4733,0.473332,3.1716e-05,0.473304,0.47331,0.47331,0.473314,0.473328,0.473328,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48239,0.47331,0.473342,3.1716e-05,0.473314,0.47332,0.47332,0.473324,0.473338,0.473338,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48240,0.47332,0.473352,3.1716e-05,0.473324,0.47333,0.47333,0.473334,0.473348,0.473348,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48241,0.47333,0.473362,3.1716e-05,0.473334,0.47334,0.47334,0.473344,0.473358,0.473358,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48242,0.47334,0.473372,3.1716e-05,0.473344,0.47335,0.47335,0.473354,0.473368,0.473368,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48243,0.47335,0.473382,3.1716e-05,0.473354,0.47336,0.47336,0.473364,0.473378,0.473378,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48244,0.47336,0.473392,3.1716e-05,0.473364,0.47337,0.47337,0.473374,0.473388,0.473388,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48245,0.47337,0.473402,3.1716e-05,0.473374,0.47338,0.47338,0.473384,0.473398,0.473398,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48246,0.47338,0.473412,3.1716e-05,0.473384,0.47339,0.47339,0.473394,0.473408,0.473408,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48247,0.47339,0.473422,3.1716e-05,0.473394,0.4734,0.4734,0.473404,0.473418,0.473418,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48248,0.4734,0.473432,3.1716e-05,0.473404,0.47341,0.47341,0.473414,0.473428,0.473428,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48249,0.47341,0.473442,3.1716e-05,0.473414,0.47342,0.47342,0.473424,0.473438,0.473438,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48250,0.47342,0.473452,3.1716e-05,0.473424,0.47343,0.47343,0.473434,0.473448,0.473448,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48251,0.47343,0.473462,3.1716e-05,0.473434,0.47344,0.47344,0.473444,0.473458,0.473458,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48252,0.47344,0.473472,3.1716e-05,0.473444,0.47345,0.47345,0.473454,0.473468,0.473468,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48253,0.47345,0.473482,3.1716e-05,0.473454,0.47346,0.47346,0.473464,0.473478,0.473478,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48254,0.47346,0.473492,3.1716e-05,0.473464,0.47347,0.47347,0.473474,0.473488,0.473488,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
48255,0.47347,0.473502,3.1716e-05,0.473474,0.47348,0.47348,0.473484,0.473498,0.473498,2.1716e-05,4.089e-06,2.3538e-05,5.911e-06,1.3538e-05,1e-05
