Packet_UID,Generation_Time,Reception_Time,End_To_End_Delay,SW1_Arrival,SW1_Departure,SW2_Arrival,SW2_Departure,Diff_EntrySW1_ExitSW2,Stay_Time_SW1,Stay_Time_SW2,Inter_Departure
10019,0.08813,0.0892224,0.00109241,0.0881341,0.0891688,0.0891728,0.0892183,0.00108424,0.00103467,4.5483e-05,1.04e-05
10020,0.08814,0.0892328,0.00109281,0.0881441,0.0891777,0.0891818,0.0892287,0.00108464,0.00103366,4.6889e-05,1.04e-05
10021,0.08815,0.0892432,0.00109321,0.0881541,0.0891881,0.0891922,0.0892391,0.00108504,0.00103406,4.6889e-05,1.04e-05
10022,0.08816,0.0892536,0.00109361,0.0881641,0.0891985,0.0892026,0.0892495,0.00108544,0.00103446,4.6889e-05,1.04e-05
10024,0.08817,0.089264,0.00109402,0.0881741,0.0892089,0.089213,0.0892599,0.00108584,0.00103486,4.6889e-05,1.04e-05
10025,0.08818,0.0892744,0.00109442,0.0881841,0.0892193,0.0892234,0.0892703,0.00108624,0.00103526,4.6889e-05,1.04e-05
10026,0.08819,0.0892848,0.00109481,0.0881941,0.089231,0.0892351,0.0892807,0.00108664,0.00103691,4.5633e-05,1.04e-05
10027,0.0882,0.0892952,0.00109521,0.0882041,0.0892401,0.0892442,0.0892911,0.00108704,0.00103606,4.6889e-05,1.04e-05
10028,0.08821,0.0893056,0.00109562,0.0882141,0.0892505,0.0892546,0.0893015,0.00108744,0.00103646,4.6889e-05,1.04e-05
10029,0.08822,0.089316,0.00109601,0.0882241,0.0892609,0.089265,0.0893119,0.00108784,0.00103686,4.6889e-05,1.04e-05
10030,0.08823,0.0893264,0.00109642,0.0882341,0.0892713,0.0892754,0.0893223,0.00108824,0.00103726,4.6889e-05,1.04e-05
10031,0.08824,0.0893368,0.00109682,0.0882441,0.0892817,0.0892858,0.0893327,0.00108864,0.00103766,4.6889e-05,1.04e-05
10032,0.08825,0.0893472,0.00109721,0.0882541,0.0892929,0.089297,0.0893431,0.00108904,0.00103884,4.6113e-05,1.04e-05
10033,0.08826,0.0893576,0.00109761,0.0882641,0.0893025,0.0893066,0.0893535,0.00108944,0.00103846,4.6889e-05,1.04e-05
10034,0.08827,0.089368,0.00109801,0.0882741,0.0893129,0.089317,0.0893639,0.00108984,0.00103886,4.6889e-05,1.04e-05
10035,0.08828,0.0893784,0.00109842,0.0882841,0.0893233,0.0893274,0.0893743,0.00109024,0.00103926,4.6889e-05,1.04e-05
10036,0.08829,0.0893888,0.00109882,0.0882941,0.0893337,0.0893378,0.0893847,0.00109064,0.00103966,4.6889e-05,1.04e-05
10038,0.0883,0.0893992,0.00109922,0.0883041,0.0893441,0.0893482,0.0893951,0.00109104,0.00104006,4.6889e-05,1.04e-05
10040,0.08831,0.0894096,0.00109961,0.0883141,0.0893545,0.0893586,0.0894055,0.00109144,0.00104046,4.6889e-05,1.04e-05
10041,0.08832,0.08942,0.00110002,0.0883241,0.0893649,0.089369,0.0894159,0.00109184,0.00104086,4.6889e-05,1.04e-05
10042,0.08833,0.0894304,0.00110041,0.0883341,0.0893753,0.0893794,0.0894263,0.00109224,0.00104126,4.6889e-05,1.04e-05
10043,0.08834,0.0894408,0.00110082,0.0883441,0.0893857,0.0893898,0.0894367,0.00109264,0.00104166,4.6889e-05,1.04e-05
10044,0.08835,0.0894512,0.00110122,0.0883541,0.0893961,0.0894002,0.0894471,0.00109304,0.00104206,4.6889e-05,1.04e-05
10045,0.08836,-1,-1,0.0883641,-1,-1,-1,-1,-1,-1,-1
10046,0.08837,0.0894616,0.00109161,0.0883741,0.0894065,0.0894106,0.0894575,0.00108344,0.00103246,4.6889e-05,1.04e-05
10047,0.08838,0.089472,0.00109202,0.0883841,0.0894169,0.089421,0.0894679,0.00108384,0.00103286,4.6889e-05,1.04e-05
10048,0.08839,0.0894824,0.00109241,0.0883941,0.0894273,0.0894314,0.0894783,0.00108424,0.00103326,4.6889e-05,1.04e-05
10050,0.0884,0.0894928,0.00109281,0.0884041,0.0894377,0.0894418,0.0894887,0.00108464,0.00103366,4.6889e-05,1.04e-05
10051,0.08841,0.0895032,0.00109321,0.0884141,0.0894481,0.0894522,0.0894991,0.00108504,0.00103406,4.6889e-05,1.04e-05
10053,0.08842,0.0895136,0.00109362,0.0884241,0.0894765,0.0894806,0.0895095,0.00108544,0.00105244,2.8911e-05,1.04e-05
10054,0.08843,0.089524,0.00109402,0.0884341,0.0894807,0.0894848,0.0895199,0.00108584,0.0010466,3.5151e-05,1.04e-05
10055,0.08844,0.0895344,0.00109442,0.0884441,0.0894848,0.0894889,0.0895303,0.00108624,0.00104076,4.1391e-05,1.04e-05
10056,0.08845,0.0895448,0.00109481,0.0884541,0.0894897,0.0894938,0.0895407,0.00108664,0.00103566,4.6889e-05,1.04e-05
10057,0.08846,0.0895552,0.00109521,0.0884641,0.0895001,0.0895042,0.0895511,0.00108704,0.00103606,4.6889e-05,1.04e-05
10058,0.08847,0.0895656,0.00109562,0.0884741,0.0895105,0.0895146,0.0895615,0.00108744,0.00103646,4.6889e-05,1.04e-05
10060,0.08848,0.089576,0.00109601,0.0884841,0.0895209,0.089525,0.0895719,0.00108784,0.00103686,4.6889e-05,1.04e-05
10061,0.08849,0.0895864,0.00109642,0.0884941,0.0895313,0.0895354,0.0895823,0.00108824,0.00103726,4.6889e-05,1.04e-05
10062,0.0885,0.0895968,0.00109682,0.0885041,0.0895417,0.0895458,0.0895927,0.00108864,0.00103766,4.6889e-05,1.04e-05
10063,0.08851,0.0896072,0.00109721,0.0885141,0.0895521,0.0895562,0.0896031,0.00108904,0.00103806,4.6889e-05,1.04e-05
10064,0.08852,0.0896176,0.00109761,0.0885241,0.0895625,0.0895666,0.0896135,0.00108944,0.00103846,4.6889e-05,1.04e-05
10066,0.08853,0.089628,0.00109802,0.0885341,0.0895729,0.089577,0.0896239,0.00108984,0.00103886,4.6889e-05,1.04e-05
10068,0.08854,0.0896384,0.00109842,0.0885441,0.0895833,0.0895874,0.0896343,0.00109024,0.00103926,4.6889e-05,1.04e-05
10069,0.08855,0.0896488,0.00109882,0.0885541,0.0895937,0.0895978,0.0896447,0.00109064,0.00103966,4.6889e-05,1.04e-05
10070,0.08856,0.0896592,0.00109922,0.0885641,0.0896041,0.0896082,0.0896551,0.00109104,0.00104006,4.6889e-05,1.04e-05
10071,0.08857,0.0896696,0.00109961,0.0885741,0.0896145,0.0896186,0.0896655,0.00109144,0.00104046,4.6889e-05,1.04e-05
10072,0.08858,0.08968,0.00110001,0.0885841,0.0896249,0.089629,0.0896759,0.00109184,0.00104086,4.6889e-05,1.04e-05
10073,0.08859,0.0896904,0.00110041,0.0885941,0.0896353,0.0896394,0.0896863,0.00109224,0.00104126,4.6889e-05,1.04e-05
10075,0.0886,0.0897008,0.00110082,0.0886041,0.0896457,0.0896498,0.0896967,0.00109264,0.00104166,4.6889e-05,1.04e-05
10076,0.08861,-1,-1,0.0886141,-1,-1,-1,-1,-1,-1,-1
10077,0.08862,0.0897112,0.00109121,0.0886241,0.0896561,0.0896602,0.0897071,0.00108304,0.00103206,4.6889e-05,1.04e-05
10078,0.08863,0.0897216,0.00109162,0.0886341,0.0896665,0.0896706,0.0897175,0.00108344,0.00103246,4.6889e-05,1.04e-05
10079,0.08864,0.089732,0.00109202,0.0886441,0.0896784,0.0896825,0.0897279,0.00108384,0.0010343,4.5446e-05,1.04e-05
10080,0.08865,0.0897424,0.00109241,0.0886541,0.0896873,0.0896914,0.0897383,0.00108424,0.00103326,4.6889e-05,1.04e-05
10081,0.08866,0.0897528,0.00109281,0.0886641,0.0896977,0.0897018,0.0897487,0.00108464,0.00103366,4.6889e-05,1.04e-05
10082,0.08867,0.0897632,0.00109321,0.0886741,0.0897081,0.0897122,0.0897591,0.00108504,0.00103406,4.6889e-05,1.04e-05
10083,0.08868,0.0897736,0.00109362,0.0886841,0.0897185,0.0897226,0.0897695,0.00108544,0.00103446,4.6889e-05,1.04e-05
10084,0.08869,0.089784,0.00109401,0.0886941,0.0897289,0.089733,0.0897799,0.00108584,0.00103486,4.6889e-05,1.04e-05
10085,0.0887,0.0897944,0.00109442,0.0887041,0.0897393,0.0897434,0.0897903,0.00108624,0.00103526,4.6889e-05,1.04e-05
10086,0.08871,0.0898048,0.00109481,0.0887141,0.0897497,0.0897538,0.0898007,0.00108664,0.00103566,4.6889e-05,1.04e-05
10087,0.08872,0.0898152,0.00109522,0.0887241,0.0897601,0.0897642,0.0898111,0.00108704,0.00103606,4.6889e-05,1.04e-05
10088,0.08873,0.0898256,0.00109561,0.0887341,0.0897705,0.0897746,0.0898215,0.00108744,0.00103646,4.6889e-05,1.04e-05
10089,0.08874,0.089836,0.00109602,0.0887441,0.0897809,0.089785,0.0898319,0.00108784,0.00103686,4.6889e-05,1.04e-05
10090,0.08875,0.0898464,0.00109642,0.0887541,0.0897913,0.0897954,0.0898423,0.00108824,0.00103726,4.6889e-05,1.04e-05
10091,0.08876,0.0898568,0.00109682,0.0887641,0.0898017,0.0898058,0.0898527,0.00108864,0.00103766,4.6889e-05,1.04e-05
10092,0.08877,0.0898672,0.00109721,0.0887741,0.0898121,0.0898162,0.0898631,0.00108904,0.00103806,4.6889e-05,1.04e-05
10093,0.08878,0.0898776,0.00109761,0.0887841,0.0898225,0.0898266,0.0898735,0.00108944,0.00103846,4.6889e-05,1.04e-05
10094,0.08879,0.089888,0.00109802,0.0887941,0.0898329,0.089837,0.0898839,0.00108984,0.00103886,4.6889e-05,1.04e-05
10095,0.0888,0.0898984,0.00109841,0.0888041,0.0898433,0.0898474,0.0898943,0.00109024,0.00103926,4.6889e-05,1.04e-05
10096,0.08881,0.0899088,0.00109882,0.0888141,0.0898537,0.0898578,0.0899047,0.00109064,0.00103966,4.6889e-05,1.04e-05
10097,0.08882,0.0899192,0.00109922,0.0888241,0.0898641,0.0898682,0.0899151,0.00109104,0.00104006,4.6889e-05,1.04e-05
10098,0.08883,0.0899296,0.00109961,0.0888341,0.0898745,0.0898786,0.0899255,0.00109144,0.00104046,4.6889e-05,1.04e-05
10099,0.08884,0.08994,0.00110001,0.0888441,0.0898849,0.089889,0.0899359,0.00109184,0.00104086,4.6889e-05,1.04e-05
10100,0.08885,0.0899504,0.00110042,0.0888541,0.0898953,0.0898994,0.0899463,0.00109224,0.00104126,4.6889e-05,1.04e-05
10101,0.08886,0.0899608,0.00110082,0.0888641,0.0899057,0.0899098,0.0899567,0.00109264,0.00104166,4.6889e-05,1.04e-05
10102,0.08887,0.0899712,0.00110121,0.0888741,0.0899161,0.0899202,0.0899671,0.00109304,0.00104206,4.6889e-05,1.04e-05
10103,0.08888,0.0899816,0.00110162,0.0888841,0.0899265,0.0899306,0.0899775,0.00109344,0.00104246,4.6889e-05,1.04e-05
10105,0.08889,-1,-1,0.0888941,-1,-1,-1,-1,-1,-1,-1
10106,0.0889,0.089992,0.00109201,0.0889041,0.0899369,0.089941,0.0899879,0.00108384,0.00103286,4.6889e-05,1.04e-05
10107,0.08891,0.0900024,0.00109241,0.0889141,0.0899473,0.0899514,0.0899983,0.00108424,0.00103326,4.6889e-05,1.04e-05
10108,0.08892,0.0900128,0.00109281,0.0889241,0.0899577,0.0899618,0.0900087,0.00108464,0.00103366,4.6889e-05,1.04e-05
10109,0.08893,0.0900232,0.00109322,0.0889341,0.0899681,0.0899722,0.0900191,0.00108504,0.00103406,4.6889e-05,1.04e-05
10110,0.08894,0.0900336,0.00109361,0.0889441,0.0899785,0.0899826,0.0900295,0.00108544,0.00103446,4.6889e-05,1.04e-05
10111,0.08895,0.090044,0.00109402,0.0889541,0.0899897,0.0899938,0.0900399,0.00108584,0.0010356,4.6152e-05,1.04e-05
10112,0.08896,0.0900544,0.00109442,0.0889641,0.0899993,0.0900034,0.0900503,0.00108624,0.00103526,4.6889e-05,1.04e-05
10113,0.08897,0.0900648,0.00109482,0.0889741,0.0900097,0.0900138,0.0900607,0.00108664,0.00103566,4.6889e-05,1.04e-05
10115,0.08898,0.0900752,0.00109521,0.0889841,0.0900201,0.0900242,0.0900711,0.00108704,0.00103606,4.6889e-05,1.04e-05
10116,0.08899,0.0900856,0.00109561,0.0889941,0.0900332,0.0900373,0.0900815,0.00108744,0.00103912,4.4224e-05,1.04e-05
10117,0.089,0.090096,0.00109602,0.0890041,0.0900409,0.090045,0.0900919,0.00108784,0.00103686,4.6889e-05,1.04e-05
10118,0.08901,0.0901064,0.00109641,0.0890141,0.0900513,0.0900554,0.0901023,0.00108824,0.00103726,4.6889e-05,1.04e-05
10120,0.08902,0.0901168,0.00109682,0.0890241,0.0900617,0.0900658,0.0901127,0.00108864,0.00103766,4.6889e-05,1.04e-05
10121,0.08903,0.0901272,0.00109721,0.0890341,0.0900721,0.0900762,0.0901231,0.00108904,0.00103806,4.6889e-05,1.04e-05
10122,0.08904,0.0901376,0.00109762,0.0890441,0.0900825,0.0900866,0.0901335,0.00108944,0.00103846,4.6889e-05,1.04e-05
10123,0.08905,0.090148,0.00109801,0.0890541,0.0900929,0.090097,0.0901439,0.00108984,0.00103886,4.6889e-05,1.04e-05
10124,0.08906,0.0901584,0.00109842,0.0890641,0.0901053,0.0901094,0.0901543,0.00109024,0.00104121,4.4934e-05,1.04e-05
10125,0.08907,0.0901688,0.00109882,0.0890741,0.0901144,0.0901185,0.0901647,0.00109064,0.00104035,4.6198e-05,1.04e-05
10126,0.08908,0.0901792,0.00109921,0.0890841,0.0901241,0.0901282,0.0901751,0.00109104,0.00104006,4.6889e-05,1.04e-05
10127,0.08909,0.0901896,0.00109961,0.0890941,0.0901345,0.0901386,0.0901855,0.00109144,0.00104046,4.6889e-05,1.04e-05
10128,0.0891,0.0902,0.00110001,0.0891041,0.0901449,0.090149,0.0901959,0.00109184,0.00104086,4.6889e-05,1.04e-05
10129,0.08911,0.0902104,0.00110042,0.0891141,0.0901553,0.0901594,0.0902063,0.00109224,0.00104126,4.6889e-05,1.04e-05
10130,0.08912,0.0902208,0.00110081,0.0891241,0.0901657,0.0901698,0.0902167,0.00109264,0.00104166,4.6889e-05,1.04e-05
10131,0.08913,0.0902312,0.00110122,0.0891341,0.0901761,0.0901802,0.0902271,0.00109304,0.00104206,4.6889e-05,1.04e-05
10132,0.08914,0.0902416,0.00110162,0.0891441,0.0901865,0.0901906,0.0902375,0.00109344,0.00104246,4.6889e-05,1.04e-05
10133,0.08915,-1,-1,0.0891541,-1,-1,-1,-1,-1,-1,-1
10135,0.08916,0.090252,0.00109202,0.0891641,0.0901969,0.090201,0.0902479,0.00108384,0.00103286,4.6889e-05,1.04e-05
10137,0.08917,0.0902624,0.00109241,0.0891741,0.0902073,0.0902114,0.0902583,0.00108424,0.00103326,4.6889e-05,1.04e-05
10138,0.08918,0.0902728,0.00109282,0.0891841,0.0902177,0.0902218,0.0902687,0.00108464,0.00103366,4.6889e-05,1.04e-05
10139,0.08919,0.0902832,0.00109321,0.0891941,0.0902281,0.0902322,0.0902791,0.00108504,0.00103406,4.6889e-05,1.04e-05
10140,0.0892,0.0902936,0.00109361,0.0892041,0.0902385,0.0902426,0.0902895,0.00108544,0.00103446,4.6889e-05,1.04e-05
10141,0.08921,0.090304,0.00109402,0.0892141,0.0902489,0.090253,0.0902999,0.00108584,0.00103486,4.6889e-05,1.04e-05
10144,0.08922,0.0903144,0.00109442,0.0892241,0.090261,0.0902651,0.0903103,0.00108624,0.00103695,4.5201e-05,1.04e-05
10145,0.08923,0.0903248,0.00109481,0.0892341,0.0902697,0.0902738,0.0903207,0.00108664,0.00103566,4.6889e-05,1.04e-05
10146,0.08924,0.0903352,0.00109521,0.0892441,0.0902801,0.0902842,0.0903311,0.00108704,0.00103606,4.6889e-05,1.04e-05
10147,0.08925,0.0903456,0.00109562,0.0892541,0.0902905,0.0902946,0.0903415,0.00108744,0.00103646,4.6889e-05,1.04e-05
10148,0.08926,0.090356,0.00109601,0.0892641,0.0903009,0.090305,0.0903519,0.00108784,0.00103686,4.6889e-05,1.04e-05
10149,0.08927,0.0903664,0.00109642,0.0892741,0.0903113,0.0903154,0.0903623,0.00108824,0.00103726,4.6889e-05,1.04e-05
10151,0.08928,0.0903768,0.00109682,0.0892841,0.0903217,0.0903258,0.0903727,0.00108864,0.00103766,4.6889e-05,1.04e-05
10152,0.08929,0.0903872,0.00109722,0.0892941,0.0903321,0.0903362,0.0903831,0.00108904,0.00103806,4.6889e-05,1.04e-05
10153,0.0893,0.0903976,0.00109761,0.0893041,0.0903425,0.0903466,0.0903935,0.00108944,0.00103846,4.6889e-05,1.04e-05
10154,0.08931,0.090408,0.00109801,0.0893141,0.0903529,0.090357,0.0904039,0.00108984,0.00103886,4.6889e-05,1.04e-05
10155,0.08932,0.0904184,0.00109842,0.0893241,0.0903633,0.0903674,0.0904143,0.00109024,0.00103926,4.6889e-05,1.04e-05
10156,0.08933,0.0904288,0.00109881,0.0893341,0.0903737,0.0903778,0.0904247,0.00109064,0.00103966,4.6889e-05,1.04e-05
10157,0.08934,0.0904392,0.00109922,0.0893441,0.0903841,0.0903882,0.0904351,0.00109104,0.00104006,4.6889e-05,1.04e-05
10158,0.08935,0.0904496,0.00109961,0.0893541,0.0903945,0.0903986,0.0904455,0.00109144,0.00104046,4.6889e-05,1.04e-05
10159,0.08936,0.09046,0.00110002,0.0893641,0.0904049,0.090409,0.0904559,0.00109184,0.00104086,4.6889e-05,1.04e-05
10160,0.08937,0.0904704,0.00110041,0.0893741,0.0904153,0.0904194,0.0904663,0.00109224,0.00104126,4.6889e-05,1.04e-05
10161,0.08938,0.0904808,0.00110082,0.0893841,0.0904257,0.0904298,0.0904767,0.00109264,0.00104166,4.6889e-05,1.04e-05
10162,0.08939,0.0904912,0.00110122,0.0893941,0.0904361,0.0904402,0.0904871,0.00109304,0.00104206,4.6889e-05,1.04e-05
10163,0.0894,-1,-1,0.0894041,-1,-1,-1,-1,-1,-1,-1
10164,0.08941,0.0905016,0.00109161,0.0894141,0.0904465,0.0904506,0.0904975,0.00108344,0.00103246,4.6889e-05,1.04e-05
10165,0.08942,0.090512,0.00109202,0.0894241,0.0904569,0.090461,0.0905079,0.00108384,0.00103286,4.6889e-05,1.04e-05
10166,0.08943,0.0905224,0.00109241,0.0894341,0.0904673,0.0904714,0.0905183,0.00108424,0.00103326,4.6889e-05,1.04e-05
10168,0.08944,0.0905328,0.00109281,0.0894441,0.0904777,0.0904818,0.0905287,0.00108464,0.00103366,4.6889e-05,1.04e-05
10171,0.08945,0.0905432,0.00109321,0.0894541,0.0904881,0.0904922,0.0905391,0.00108504,0.00103406,4.6889e-05,1.04e-05
10173,0.08946,-1,-1,0.0894641,-1,-1,-1,-1,-1,-1,-1
10174,0.08947,0.0905536,0.00108362,0.0894741,0.0905005,0.0905046,0.0905495,0.00107544,0.00102641,4.4939e-05,1.04e-05
10175,0.08948,0.090564,0.00108401,0.0894841,0.0905089,0.090513,0.0905599,0.00107584,0.00102486,4.6889e-05,1.04e-05
10176,0.08949,0.0905744,0.00108442,0.0894941,0.0905193,0.0905234,0.0905703,0.00107624,0.00102526,4.6889e-05,1.04e-05
10177,0.0895,0.0905848,0.00108482,0.0895041,0.0905297,0.0905338,0.0905807,0.00107664,0.00102566,4.6889e-05,1.04e-05
10178,0.08951,0.0905952,0.00108522,0.0895141,0.0905401,0.0905442,0.0905911,0.00107704,0.00102606,4.6889e-05,1.04e-05
10179,0.08952,0.0906056,0.00108561,0.0895241,0.0905505,0.0905546,0.0906015,0.00107744,0.00102646,4.6889e-05,1.04e-05
10180,0.08953,0.090616,0.00108601,0.0895341,0.0905609,0.090565,0.0906119,0.00107784,0.00102686,4.6889e-05,1.04e-05
10181,0.08954,0.0906264,0.00108642,0.0895441,0.0905713,0.0905754,0.0906223,0.00107824,0.00102726,4.6889e-05,1.04e-05
10182,0.08955,0.0906368,0.00108681,0.0895541,0.0905817,0.0905858,0.0906327,0.00107864,0.00102766,4.6889e-05,1.04e-05
10183,0.08956,0.0906472,0.00108722,0.0895641,0.0905921,0.0905962,0.0906431,0.00107904,0.00102806,4.6889e-05,1.04e-05
10184,0.08957,0.0906576,0.00108762,0.0895741,0.0906025,0.0906066,0.0906535,0.00107944,0.00102846,4.6889e-05,1.04e-05
10185,0.08958,0.090668,0.00108801,0.0895841,0.0906129,0.090617,0.0906639,0.00107984,0.00102886,4.6889e-05,1.04e-05
10186,0.08959,0.0906784,0.00108841,0.0895941,0.0906251,0.0906292,0.0906743,0.00108024,0.00103106,4.5089e-05,1.04e-05
10187,0.0896,0.0906888,0.00108882,0.0896041,0.0906337,0.0906378,0.0906847,0.00108064,0.00102966,4.6889e-05,1.04e-05
10188,0.08961,0.0906992,0.00108922,0.0896141,0.0906441,0.0906482,0.0906951,0.00108104,0.00103006,4.6889e-05,1.04e-05
10189,0.08962,0.0907096,0.00108961,0.0896241,0.0906545,0.0906586,0.0907055,0.00108144,0.00103046,4.6889e-05,1.04e-05
10190,0.08963,0.09072,0.00109001,0.0896341,0.0906649,0.090669,0.0907159,0.00108184,0.00103086,4.6889e-05,1.04e-05
10191,0.08964,0.0907304,0.00109041,0.0896441,0.0906753,0.0906794,0.0907263,0.00108224,0.00103126,4.6889e-05,1.04e-05
10192,0.08965,0.0907408,0.00109082,0.0896541,0.0906857,0.0906898,0.0907367,0.00108264,0.00103166,4.6889e-05,1.04e-05
10193,0.08966,0.0907512,0.00109121,0.0896641,0.0906961,0.0907002,0.0907471,0.00108304,0.00103206,4.6889e-05,1.04e-05
10194,0.08967,0.0907616,0.00109162,0.0896741,0.0907065,0.0907106,0.0907575,0.00108344,0.00103246,4.6889e-05,1.04e-05
10196,0.08968,0.090772,0.00109202,0.0896841,0.0907169,0.090721,0.0907679,0.00108384,0.00103286,4.6889e-05,1.04e-05
10197,0.08969,0.0907824,0.00109241,0.0896941,0.0907273,0.0907314,0.0907783,0.00108424,0.00103326,4.6889e-05,1.04e-05
10198,0.0897,0.0907928,0.00109281,0.0897041,0.0907377,0.0907418,0.0907887,0.00108464,0.00103366,4.6889e-05,1.04e-05
10199,0.08971,0.0908032,0.00109322,0.0897141,0.0907481,0.0907522,0.0907991,0.00108504,0.00103406,4.6889e-05,1.04e-05
10200,0.08972,0.0908136,0.00109362,0.0897241,0.0907585,0.0907626,0.0908095,0.00108544,0.00103446,4.6889e-05,1.04e-05
10201,0.08973,0.090824,0.00109401,0.0897341,0.0907689,0.090773,0.0908199,0.00108584,0.00103486,4.6889e-05,1.04e-05
10202,0.08974,0.0908344,0.00109442,0.0897441,0.0907816,0.0907857,0.0908303,0.00108624,0.00103748,4.4665e-05,1.04e-05
10203,0.08975,0.0908448,0.00109481,0.0897541,0.0907897,0.0907938,0.0908407,0.00108664,0.00103566,4.6889e-05,1.04e-05
10204,0.08976,0.0908552,0.00109521,0.0897641,0.0908001,0.0908042,0.0908511,0.00108704,0.00103606,4.6889e-05,1.04e-05
10205,0.08977,0.0908656,0.00109561,0.0897741,0.0908105,0.0908146,0.0908615,0.00108744,0.00103646,4.6889e-05,1.04e-05
10206,0.08978,0.090876,0.00109602,0.0897841,0.0908209,0.090825,0.0908719,0.00108784,0.00103686,4.6889e-05,1.04e-05
10208,0.08979,0.0908864,0.00109642,0.0897941,0.0908313,0.0908354,0.0908823,0.00108824,0.00103726,4.6889e-05,1.04e-05
10209,0.0898,0.0908968,0.00109682,0.0898041,0.0908417,0.0908458,0.0908927,0.00108864,0.00103766,4.6889e-05,1.04e-05
10210,0.08981,0.0909072,0.00109721,0.0898141,0.0908521,0.0908562,0.0909031,0.00108904,0.00103806,4.6889e-05,1.04e-05
10211,0.08982,0.0909176,0.00109761,0.0898241,0.0908625,0.0908666,0.0909135,0.00108944,0.00103846,4.6889e-05,1.04e-05
10212,0.08983,0.090928,0.00109802,0.0898341,0.0908729,0.090877,0.0909239,0.00108984,0.00103886,4.6889e-05,1.04e-05
10213,0.08984,0.0909384,0.00109841,0.0898441,0.0908833,0.0908874,0.0909343,0.00109024,0.00103926,4.6889e-05,1.04e-05
10214,0.08985,0.0909488,0.00109882,0.0898541,0.0908937,0.0908978,0.0909447,0.00109064,0.00103966,4.6889e-05,1.04e-05
10216,0.08986,0.0909592,0.00109922,0.0898641,0.0909041,0.0909082,0.0909551,0.00109104,0.00104006,4.6889e-05,1.04e-05
10217,0.08987,0.0909696,0.00109961,0.0898741,0.0909145,0.0909186,0.0909655,0.00109144,0.00104046,4.6889e-05,1.04e-05
10218,0.08988,0.09098,0.00110001,0.0898841,0.090927,0.0909311,0.0909759,0.00109184,0.00104291,4.4841e-05,1.04e-05
10219,0.08989,0.0909904,0.00110042,0.0898941,0.0909353,0.0909394,0.0909863,0.00109224,0.00104126,4.6889e-05,1.04e-05
10220,0.0899,0.0910008,0.00110082,0.0899041,0.0909457,0.0909498,0.0909967,0.00109264,0.00104166,4.6889e-05,1.04e-05
10221,0.08991,0.0910112,0.00110122,0.0899141,0.0909561,0.0909602,0.0910071,0.00109304,0.00104206,4.6889e-05,1.04e-05
10222,0.08992,-1,-1,0.0899241,-1,-1,-1,-1,-1,-1,-1
10223,0.08993,0.0910216,0.00109162,0.0899341,0.0909665,0.0909706,0.0910175,0.00108344,0.00103246,4.6889e-05,1.04e-05
10224,0.08994,0.091032,0.00109201,0.0899441,0.0909769,0.090981,0.0910279,0.00108384,0.00103286,4.6889e-05,1.04e-05
10225,0.08995,0.0910424,0.00109241,0.0899541,0.0909873,0.0909914,0.0910383,0.00108424,0.00103326,4.6889e-05,1.04e-05
10226,0.08996,0.0910528,0.00109281,0.0899641,0.0909977,0.0910018,0.0910487,0.00108464,0.00103366,4.6889e-05,1.04e-05
10227,0.08997,0.0910632,0.00109322,0.0899741,0.0910081,0.0910122,0.0910591,0.00108504,0.00103406,4.6889e-05,1.04e-05
10228,0.08998,0.0910736,0.00109361,0.0899841,0.0910185,0.0910226,0.0910695,0.00108544,0.00103446,4.6889e-05,1.04e-05
10230,0.08999,0.091084,0.00109402,0.0899941,0.0910289,0.091033,0.0910799,0.00108584,0.00103486,4.6889e-05,1.04e-05
10231,0.09,0.0910944,0.00109442,0.0900041,0.0910393,0.0910434,0.0910903,0.00108624,0.00103526,4.6889e-05,1.04e-05
10232,0.09001,0.0911048,0.00109481,0.0900141,0.0910497,0.0910538,0.0911007,0.00108664,0.00103566,4.6889e-05,1.04e-05
10234,0.09002,0.0911152,0.00109521,0.0900241,0.0910601,0.0910642,0.0911111,0.00108704,0.00103606,4.6889e-05,1.04e-05
10235,0.09003,0.0911256,0.00109561,0.0900341,0.0910705,0.0910746,0.0911215,0.00108744,0.00103646,4.6889e-05,1.04e-05
10236,0.09004,0.091136,0.00109602,0.0900441,0.0910809,0.091085,0.0911319,0.00108784,0.00103686,4.6889e-05,1.04e-05
10237,0.09005,0.0911464,0.00109641,0.0900541,0.0910913,0.0910954,0.0911423,0.00108824,0.00103726,4.6889e-05,1.04e-05
10238,0.09006,0.0911568,0.00109682,0.0900641,0.0911017,0.0911058,0.0911527,0.00108864,0.00103766,4.6889e-05,1.04e-05
10239,0.09007,0.0911672,0.00109721,0.0900741,0.0911121,0.0911162,0.0911631,0.00108904,0.00103806,4.6889e-05,1.04e-05
10240,0.09008,0.0911776,0.00109762,0.0900841,0.0911225,0.0911266,0.0911735,0.00108944,0.00103846,4.6889e-05,1.04e-05
10241,0.09009,0.091188,0.00109801,0.0900941,0.0911329,0.091137,0.0911839,0.00108984,0.00103886,4.6889e-05,1.04e-05
10244,0.0901,0.0911984,0.00109842,0.0901041,0.0911433,0.0911474,0.0911943,0.00109024,0.00103926,4.6889e-05,1.04e-05
10245,0.09011,0.0912088,0.00109882,0.0901141,0.0911537,0.0911578,0.0912047,0.00109064,0.00103966,4.6889e-05,1.04e-05
